cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
UgwMKRKjaTgPocsANkB4AaABAg.9guysCiW5jX9h4Apq8JCX2,"Pikachu, run!",2 minggu yang lalu,Adrian Villanueva,UCV4XtH-iqNB1sXYqGKwB3tA,0,https://yt3.ggpht.com/ytc/AMLnZu_xU8oKRKpTKTUNG1_PxqqwnBkrOagzk6LyzA=s176-c-k-c0x00ffffff-no-rj,false,true,1665723826.789173
UgwMKRKjaTgPocsANkB4AaABAg.9guysCiW5jX9h4qCaVNpa1,I love when u got so uptight abt a fictional character,2 minggu yang lalu,Nyklyfe9,UCmI2XK102WDEtV9PGEHoYog,0,https://yt3.ggpht.com/1-1tEZsAxzWVXvG0zL5u3kfU3yTiFVn2yAqe57s6bvm1m4byB0BVz1MgJP54pX-RkIReZG5US2U=s176-c-k-c0x00ffffff-no-rj,false,true,1665723826.794216
UgwMKRKjaTgPocsANkB4AaABAg.9guysCiW5jX9h4saFke7L5,"​  i love when u became a internet troll over a fictional character. You should get ur own movie, that would sell billions. Im really gonna petition for that.",2 minggu yang lalu,Nyklyfe9,UCmI2XK102WDEtV9PGEHoYog,0,https://yt3.ggpht.com/1-1tEZsAxzWVXvG0zL5u3kfU3yTiFVn2yAqe57s6bvm1m4byB0BVz1MgJP54pX-RkIReZG5US2U=s176-c-k-c0x00ffffff-no-rj,false,true,1665723826.798913
UgwMKRKjaTgPocsANkB4AaABAg.9guysCiW5jX9h5pU8Y4c2C," @Nyklyfe9  the irony of younsaying ""get your own movie"" but perfectly happy for a ln original story to be blackwashed.


Hmmmk.",2 minggu yang lalu,Freddie Krueger,UCj1ZafFi0vlMJ7NzxmlYx_Q,1,https://yt3.ggpht.com/ytc/AMLnZu8SYawM0dFlZGTQjYb2AaHmjnYRAj4ZA7CW1yWu=s176-c-k-c0x00ffffff-no-rj,false,true,1665723826.803004
UgwMKRKjaTgPocsANkB4AaABAg.9guysCiW5jX9h5yJjvAMBL," @Freddie Krueger  u mean this kids movie bro?? Thats meant for kids…wtf is blackwashed. You talking abt when john wayne did genghis khan, or maybe when angelina jolie was mariane pearl. Or maybe ur talk abt when donna reed was sacagawea?? Nah i know, wait, i know jake gyllenhaal was a prince of Persia. I mean the list goes on man. These mostly non fictional characters bein whitewashed. The little mermaid is a fictional character. Do u really think she exist?? Please lmk, ill apologize.",2 minggu yang lalu,Nyklyfe9,UCmI2XK102WDEtV9PGEHoYog,0,https://yt3.ggpht.com/1-1tEZsAxzWVXvG0zL5u3kfU3yTiFVn2yAqe57s6bvm1m4byB0BVz1MgJP54pX-RkIReZG5US2U=s176-c-k-c0x00ffffff-no-rj,false,true,1665723826.807079
UgwMKRKjaTgPocsANkB4AaABAg.9guysCiW5jX9h5yNHYQH4m," @Freddie Krueger  so please freddie, go back to dreamin 💤",2 minggu yang lalu,Nyklyfe9,UCmI2XK102WDEtV9PGEHoYog,0,https://yt3.ggpht.com/1-1tEZsAxzWVXvG0zL5u3kfU3yTiFVn2yAqe57s6bvm1m4byB0BVz1MgJP54pX-RkIReZG5US2U=s176-c-k-c0x00ffffff-no-rj,false,true,1665723826.810904
UgwMKRKjaTgPocsANkB4AaABAg.9guysCiW5jX9h5yVgpO97s," @Freddie Krueger  thank you for that laugh, i needed that. This is really funny",2 minggu yang lalu,Nyklyfe9,UCmI2XK102WDEtV9PGEHoYog,0,https://yt3.ggpht.com/1-1tEZsAxzWVXvG0zL5u3kfU3yTiFVn2yAqe57s6bvm1m4byB0BVz1MgJP54pX-RkIReZG5US2U=s176-c-k-c0x00ffffff-no-rj,false,true,1665723826.81442
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gKvrBy7aS8, @Kari Mylo  what? How?,1 bulan yang lalu,Aditya Goswami,UCYRqaMlyb3O-9LflVSUYnEQ,20,https://yt3.ggpht.com/ytc/AMLnZu_rbefxshgrfh-JgbHLnmigWK4SFwz6PssrRipRBA=s176-c-k-c0x00ffffff-no-rj,false,true,1664341427.413252
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gKwCpIgdIY, @Aditya Goswami  same for you.,1 bulan yang lalu,Kari Mylo,UCvFqCh0jWwMqyFg606sBpwg,3,https://yt3.ggpht.com/ytc/AMLnZu-h_SWgXlML8e_Q9P8ZfuMM572uS4tnOsdDwmofVg=s176-c-k-c0x00ffffff-no-rj,false,true,1664341427.419558
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gKwlHoJOcP,"Made me cry too, even mermaids love spongebob and it’s so sad to see the ending of that show comes, we will miss you spongebob",1 bulan yang lalu,Cevil,UC3wxp_tMPLH0A5Ued4O3-aw,12,https://yt3.ggpht.com/fUY5ThOZU4boghPU0ebqk9ftRWFkwRweIQzjAgECkA2tFefaCyNWULym1pmdGVm8twxZ0wBTZVo=s176-c-k-c0x00ffffff-no-rj,false,true,1664341427.424477
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gL3-1a19pv," @Adrian Bardan  hopefully a blk Anne Frank Biopic, they are the true Israelites 🤣",1 bulan yang lalu,Ishitonyou666,UC3i8myuNV9jCvgyC-_FCeUQ,10,https://yt3.ggpht.com/ytc/AMLnZu-jlNmhQAEj1rv0YTM33BiFnFk6ilWPSVx-PQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341427.429864
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gL3B69gT8U, @Kari Mylo  I laughed so hard I couldn’t breathe,1 bulan yang lalu,Ishitonyou666,UC3i8myuNV9jCvgyC-_FCeUQ,4,https://yt3.ggpht.com/ytc/AMLnZu-jlNmhQAEj1rv0YTM33BiFnFk6ilWPSVx-PQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341427.43425
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gM-5pKqfEy, @Tuan Riccy  I'm nigga bro💀,1 bulan yang lalu,Victorina Nsompi,UCVDrCYki0JMBSYqzhdhSMCA,1,https://yt3.ggpht.com/ytc/AMLnZu8ZK1GC1of2eseFzXlhWajBkgvsinJy0VvyA0ypbyXHIY5KCLupTjzaEiYff3MC=s176-c-k-c0x00ffffff-no-rj,false,true,1664341427.438499
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gMA40Dq-qk,Your comment brought me to tears XD,1 bulan yang lalu,Vinny V,UCLadQg4dAEDbOAvyX_lYmdQ,2,https://yt3.ggpht.com/ytc/AMLnZu9T7h0HIXX_9p0eMXAcDNYMBEjq3CmYNG7F9G6X=s176-c-k-c0x00ffffff-no-rj,false,true,1664341427.442554
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gMA70AxgJm, @Kari Mylo  😂😂😂,1 bulan yang lalu,Vinny V,UCLadQg4dAEDbOAvyX_lYmdQ,2,https://yt3.ggpht.com/ytc/AMLnZu9T7h0HIXX_9p0eMXAcDNYMBEjq3CmYNG7F9G6X=s176-c-k-c0x00ffffff-no-rj,false,true,1664341427.446249
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9gMXX4BIkrd,Shup up,1 bulan yang lalu,🕷Ale Gamer DX🦇,UCExQgdaKGbWbfbBLfXF_QMA,0,https://yt3.ggpht.com/x-tXGk8No_B97orXIdQLGjHEHrz9dYGvivZ6Ys_W1hgIDY-rEVNXO5wzHSQav4lPdCYSwR9BLQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341428.029492
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9h2-xi81_e6, @Ishitonyou666  Ok so make it the original story. In the book she got her legs but was cursed with feeling stabbing pains and the witch cuts out little mermaids tongue so she couldn’t speak. The deal was marry the prince or die but she cant use her voice at all. It ends with little mermaid getting a knife to kill the prince. The real little mermaid wasn’t even a red head and she dies in the end in the original story.,2 minggu yang lalu,You’re Annoying,UCI8klO2b1uuFNl2QjSsstmA,0,https://yt3.ggpht.com/ytc/AMLnZu8MIXdmT56gLItOzUEAlDqURIqqq9jEjhSzun7w_uVFCMXzTuvzwPtStdIYYEa9=s176-c-k-c0x00ffffff-no-rj,false,true,1665723828.03488
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9h23NJmXqqT," @You’re Annoying  yeah I’m aware of that, most fairy tales are horrific , sad endings etc. but this CRT nonsense is cringe and needs to go.",2 minggu yang lalu,Ishitonyou666,UC3i8myuNV9jCvgyC-_FCeUQ,0,https://yt3.ggpht.com/ytc/AMLnZu-jlNmhQAEj1rv0YTM33BiFnFk6ilWPSVx-PQ=s176-c-k-c0x00ffffff-no-rj,false,true,1665723828.039523
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9h23fPND_d7, @Vinny V  Sarcofago 😎🤘🏼🔥,2 minggu yang lalu,Ishitonyou666,UC3i8myuNV9jCvgyC-_FCeUQ,0,https://yt3.ggpht.com/ytc/AMLnZu-jlNmhQAEj1rv0YTM33BiFnFk6ilWPSVx-PQ=s176-c-k-c0x00ffffff-no-rj,false,true,1665723828.043889
UgxUK7pQAv1R0ppbJ6t4AaABAg.9gKo1bMSwCg9hSplajL51I,Mr. Krabs: SpongeBob me boy.,6 hari yang lalu,Adrian Villanueva,UCV4XtH-iqNB1sXYqGKwB3tA,0,https://yt3.ggpht.com/ytc/AMLnZu_xU8oKRKpTKTUNG1_PxqqwnBkrOagzk6LyzA=s176-c-k-c0x00ffffff-no-rj,false,true,1666415028.048676
UgxfYSOTgkgz7T7iiQh4AaABAg,"The part where Arial said: ""To infinity and beyond!"" Got chills down my spine",2 minggu yang lalu,YoussefNR1,UCyJapHLKZQ5aqRj7aidwKGw,372,https://yt3.ggpht.com/ytc/AMLnZu9kJYCe3RUWkTcMU_Qknv5V-bcj_T5_8OARUt7r1WOu7H2H1Ck-HHT8y885Nutm=s176-c-k-c0x00ffffff-no-rj,false,false,1665723828.95279
UgyQViyr0d6iC_9Z0kB4AaABAg,"I was truly mesmerized when Ariel said ""They're making our food out of people! You gotta tell 'em! Soylent Green is people!""",9 hari yang lalu,Stoopid Pursun,UCz-0Ps8pzl2wfvxYdXeQ6_Q,1,https://yt3.ggpht.com/ytc/AMLnZu_mLbzG8TM1r3yX9A-YXzYV1QiXfz4fBk3y1AspQw=s176-c-k-c0x00ffffff-no-rj,false,false,1666155828.957707
UgxEoAShzNhWbQXWkbl4AaABAg,"Honest to God when I say that the part when Ariel got her Shakira on and started going ""Waka Waka"" just sent a shiver through my spine.",4 hari yang lalu,Pearl Marsh,UCX37eUH4HoAjRO5n0a6gBQw,1,https://yt3.ggpht.com/K0rOgyM4MiZWnvTmIswb_moPz8Isslr7beyhdjw2Boboz3tVBO1jVMtiQpQGo-P4f_IL9MyH=s176-c-k-c0x00ffffff-no-rj,false,false,1666587828.962282
Ugzp-UigTZtWWLsmFEp4AaABAg,She looks like like Ursula,6 hari yang lalu,bob west,UC3gt9GLuu0RQgVX4qzUjAlA,12,https://yt3.ggpht.com/pCal1lfdRO6p6F0K-ftXWOQTlynwX6grV-L6StZ84zAgvIsBYbVFo_OxqAgs4xvuUCP5TlDpSg=s176-c-k-c0x00ffffff-no-rj,false,false,1666415028.966366
UgzGYVPaOEZpM-QrMaB4AaABAg,"The part where Ariel tells Eric, ""What if we didn't change anything? What if us being here right now, was the plan from the beginning?"" and the truck crashes into them sent chills down my spine. Truly one of the movies of all time.",6 hari yang lalu,bobux man,UC34-OsXf58MRyplYuTYz9aA,1,https://yt3.ggpht.com/ytc/AMLnZu8hSs8AW-stlnFN0dqRgpVbvSDfDpW_QA4syuI1=s176-c-k-c0x00ffffff-no-rj,false,false,1666415028.970149
UgwYOGzBYSD7AHOm2yx4AaABAg,"The part where the little mermaid said ""i'll be back"" makes me cry...",7 hari yang lalu,Commodante,UCeZrnvm93BmbBR6ouIHHrkQ,1,https://yt3.ggpht.com/CJoNVnDm5N6UynP4I14Ousu0dP2LUzOJ2ZDHiWIjaCnb6iNm6qeP0jNZ4okGIn3BBjQmztNoYQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666328628.973926
UgzljcIDnAhiNrfl4ZF4AaABAg,The part where Ariel says “One does not simply walk into mordor” sent shivers down my spine,1 bulan yang lalu,Luis Zav,UCxSsSai709btMmkkqplh5kQ,242,https://yt3.ggpht.com/ytc/AMLnZu8rSG2S6ZkQiP9ocaEux9pIH2EeQXQueoIxidbNAA=s176-c-k-c0x00ffffff-no-rj,false,false,1664341428.977461
Ugx6OE4x6zH-vWC4Dy14AaABAg,Can't wait!! 😄,2 hari yang lalu,Levy Mcgarden,UCUu1tB82cf0J8wAmDPMvQpg,1,https://yt3.ggpht.com/ytc/AMLnZu85slyVA-Dry9Isw9PKpmVU5MHQouJA51_YGHUu=s176-c-k-c0x00ffffff-no-rj,false,false,1666760628.980939
UgzXhjc_64VGeJ4PDWF4AaABAg,"The part where Ariel said ""Life is not daijobu"" Sent shivers down my spine and I'm still shaking😱😱😱",7 hari yang lalu,Manhwa time!,UC_sRk62AflpWZ2RApwWQI2Q,0,https://yt3.ggpht.com/4bi_UoUpwlB4nUXS2tdHS752T2W4dzbGfrEzDla6KpzAcrnqAI4kgNaf8cEsFO2GiLeIqLHGeg=s176-c-k-c0x00ffffff-no-rj,false,false,1666328628.984286
Ugz4bo-un-Q8DWYADq94AaABAg,I can't wait to see the movie I'm looking forward to it,11 hari yang lalu,Winters toysreview love,UCnOqI3eXCvP_9g8P5Md5VhQ,3,https://yt3.ggpht.com/ytc/AMLnZu-xkwpKnKJ-BJGP6c9slHQt8MUZF5nwqHmtUnAXkg=s176-c-k-c0x00ffffff-no-rj,false,false,1665983028.987336
Ugz0Gq_d6RQqVL_coBJ4AaABAg,The part where Ariel said “y’all got fried chikin down here?” truly touched me.,9 hari yang lalu,Davo,UCf-uR7TZ_qMk5zlruHtd4iA,12,https://yt3.ggpht.com/ivpy1gd2-fLu5ZbGwSug8NXkXw3O1Z_EkTd74E3G4PQblitmTWOIEGnqtRocK2h8S6fgr-KvTw=s176-c-k-c0x00ffffff-no-rj,false,false,1666155828.990356
Ugw9jhGJ0my1KlvE6fx4AaABAg,"some will get guilt tripped into seeing this, but most will avoid it. seems to be the only way to sell movie tickets, anymore.",6 hari yang lalu,Pedro Jiminez,UC0jk_KOoMLaFAxsnOAQFEwg,15,https://yt3.ggpht.com/ytc/AMLnZu8KtR46JtRmQonYCIi7A2YJdnLacGraDdlyitQUuqtBTwfeSCLXTZrqVGZCpYAy=s176-c-k-c0x00ffffff-no-rj,false,false,1666415028.993331
UgzWiAYKwx3t7LvDioB4AaABAg,"The part where Ariel says, ""We're gonna need a bigger boat!"" sent shivers down my spine",1 bulan yang lalu,JedNebula1,UCYvBxCocWDccH_DL_d2Xb8g,265,https://yt3.ggpht.com/ytc/AMLnZu92uMf165rUpBObyxMxEdw-sMReD4a693nNGep6=s176-c-k-c0x00ffffff-no-rj,false,false,1664341428.996181
Ugzt5aGZcV5kKggZaUd4AaABAg,"I wanna part of this, so . . .
The part where little mermaid said ""sarani mukoe plus ultra""  and punch the monster with Delaware, Detroit, Smash sent shiver down my spine",18 jam yang lalu,Lion Quica,UCItzewRLvwNeRflSkSoKQvQ,3,https://yt3.ggpht.com/ytc/AMLnZu9oHQJR1lCo7r-2CtG-rF7QFGz0L0WI95n5_A=s176-c-k-c0x00ffffff-no-rj,false,false,1666868628.998836
Ugy2hArcQ_E4x6qLnrd4AaABAg,"the part where Ariel said ""Luke, I'm your father"" made me cry",2 hari yang lalu (diedit),Нубовый,UC1zjkHpvzpg5Jv8sDZsTlvg,3,https://yt3.ggpht.com/ytc/AMLnZu8zswIUi7cacdzKAZmjI-8p_BoAHL8M1hYvGjcAhKQ9_uHBa6MeXkmCkkbRZioHJg=s176-c-k-c0x00ffffff-no-rj,false,false,1666760629.001449
UgxAtqmTtnu6CPOukbh4AaABAg,The part where Ariel went: 🦞 truly a moment,8 hari yang lalu,Dyingtoself,UCSSf7YGnNtUJoe61d6vgk3g,1,https://yt3.ggpht.com/NAAwuvBiqgCBaDOilP7IxTvz-HmT-ufR5YyzVFIejJ2LTPF1vkOOxpzF7NdCNezREDbwV5GbzA=s176-c-k-c0x00ffffff-no-rj,false,false,1666242229.003868
UgzVc7P9DMsAiQd6UGt4AaABAg,"That part where Ariel said, “2+2 is 4, minus 1 that’s 3, QUICK MATH,” shook me to my core… 😰😨😬😳",4 hari yang lalu,Beefoven and Mozfart,UCfYLmVQ8zCfIFmxzsHUpbBQ,3,https://yt3.ggpht.com/DpGwtHAHIUsdczTZ1Yv_5CEVwCTELQ-yfszIgTkddhmtMaUba5X69sVX4eZeqL7NQxW30Ks5=s176-c-k-c0x00ffffff-no-rj,false,false,1666587829.006264
UgyPTi27ImSbfAkchAN4AaABAg,"The part when Ariel screams ""I will destroy all titans!"" give me goosebumps every time",11 hari yang lalu (diedit),Владислав Журавков,UCyuSkWzOBiXYo__fHCRRfxA,1,https://yt3.ggpht.com/ytc/AMLnZu_JtTodGMWXYKQc9Lw5i6Aks2vSs6Vv6wO1z2gquA=s176-c-k-c0x00ffffff-no-rj,false,false,1665983029.008731
UgxOC8z2w0m3WzTUs5Z4AaABAg,"The part that sent tears down my face was when Ariel said “Look at this place, fifty-thousand people used to live in this city, now it's a ghost town” cinematic masterpiece.",4 minggu yang lalu,RuthlessFapper,UCUYtu5ItzA7dR0gz5JvyloQ,161,https://yt3.ggpht.com/ytc/AMLnZu9nGNG6wBUJEWetLsQOhfxT5W-BwxLgIb0PtMgOBw=s176-c-k-c0x00ffffff-no-rj,false,false,1664514229.010828
UgzUbpq-2rHGpoN1Ukx4AaABAg,"I love the part where the ocean starts to boil 🍣and Ariel is the only one brave enough to fight to get out of there. #globalwarming🗺
Also when the ship🚢 starts leaking oil🛢 and Ariel can't turn around and swims directly into it...💀 Magnificent and nerve-wrecking story! 😱 It makes one to think about pollution. #noplastics
Thank god she did not turn out to be radioactive. 🧟‍♀",4 hari yang lalu,Ayla Buvelle,UC7ohnIfecygFQB32Zzv3dkA,1,https://yt3.ggpht.com/ytc/AMLnZu-u_qrgyI0Il69KWW1lYmpzC-yhdGZvvX_FHsTb=s176-c-k-c0x00ffffff-no-rj,false,false,1666587829.013116
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h4sZUZLwXr,"​  i love when u became a internet troll over a fictional character. You should get ur own movie, that would sell billions. Im really gonna petition for that.",2 minggu yang lalu,Nyklyfe9,UCmI2XK102WDEtV9PGEHoYog,4,https://yt3.ggpht.com/1-1tEZsAxzWVXvG0zL5u3kfU3yTiFVn2yAqe57s6bvm1m4byB0BVz1MgJP54pX-RkIReZG5US2U=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.608202
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h4v-TS8C5o," @Nyklyfe9  The part where Ariel said ""You should get ur own movie, that would sell billions. Im really gonna petition for that."" sent chills down my spine!!!!!!!",2 minggu yang lalu,Robbie Hart,UCaoQc1-nUTdZE4ptrXCFYFA,27,https://yt3.ggpht.com/ytc/AMLnZu9ay7reSJn4RxS4wlXDosODknWzEfJQ5xeoMYFJDg=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.613295
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h4v5T03h_I,"WE INDIAN DONT LIKE BLEK MERMAID ! 😠 WE INDIAN HELP GIVE 2 MILLIONS DISLIKE! PLEASE BOYCOTT THIS MOVIE!!😠 THIS WHY IM SO LUCKY LIVE IN SUPER INDIA 🤗🇮🇳 THE CLEANEST COUNTRY IN THE WORLD , WE NEVER DO SCAM AND WE GIVE RESPECT TO ALL WOMEN THEY CAN WALK SAFELY ALONE AT NIGHT AND WE HAVE CLEAN FOOD AND TOILET EVERYWHERE 🇮🇳🤗🚽, I KNOW MANY POOR PEOPLE JEALOUS WITH SUPER RICH INDIA 🤗🇮🇳🤗🇮🇳🤗",2 minggu yang lalu,INDIA SUPER CLEAN 🇮🇳,UCSRehdgx3QgL99PWTqIl-pw,7,https://yt3.ggpht.com/fwd2gdzT3xO6NnVjRhfETO5quW0oxVorafO8piUAa8_YqIyxKsVIetkitwa75SMo6lMBACBJyw=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.617746
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h5CiiBMmzr, @Nyklyfe9  omg,2 minggu yang lalu,Sai Renji,UCLvVvADCzmhPNYlYxh7P_bg,1,https://yt3.ggpht.com/ytc/AMLnZu9NMafpSzcfgm-NFimWOWImMNC8Yoo2hHDQvCmNRA=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.621794
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h5FHrV95Lu," @INDIA SUPER CLEAN 🇮🇳  your the one who needs to be shut down, DISNEY IS FINALLY IS FINALLY COMMING OUT OF THE 50's",2 minggu yang lalu,AngryGuppy.Cosplay,UCrkY2xKEG3Ts3t2DnwTHhgw,3,https://yt3.ggpht.com/_n0FyCCgUyQEyYbR7EQISqZa6yWeN2PNlOkCxc7wD_ZpEyHVBryb50G1BsrZLsPQLFe__UVSew=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.625624
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h5KV6x4K_I," @INDIA SUPER CLEAN 🇮🇳  and I don't like your English so there. Everyone's entitled to their own opinion, no?",2 minggu yang lalu,Miracle_ Winter,UCtLmkSQy2NNS6dO1laTnJeQ,1,https://yt3.ggpht.com/ytc/AMLnZu9_D95fBoydyI3_2hrDUbNNAjEc9nj0Yr2sfA=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.629089
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h6DaOFtkA_, @AngryGuppy.Cosplay  lol and ruined the classics not my marvel 🤣 what your ganna turn black widow into a gay  turning white characters into a black seriously wtf and ganna call their pronouns as they them  or captain America has two dads,2 minggu yang lalu (diedit),Jared Gomora,UCglTaTWRIfdidZBu3H5zWtQ,0,https://yt3.ggpht.com/ytc/AMLnZu90f8g6JXdGRG1TIj5lxCYvQWszXL2Thumm0q4Xcg=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.632604
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h6DfG4ydrR, @Miracle_ Winter  who gives af,2 minggu yang lalu,Jared Gomora,UCglTaTWRIfdidZBu3H5zWtQ,0,https://yt3.ggpht.com/ytc/AMLnZu90f8g6JXdGRG1TIj5lxCYvQWszXL2Thumm0q4Xcg=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.636043
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h6xwTZ5b9v, @Nyklyfe9  you mad?,2 minggu yang lalu,ItchyPilauBoto,UCsOYYgvUwdsD6uqqGF0O9vw,1,https://yt3.ggpht.com/CnFrdP_LfR8W6t9oGVGQyepblBpOZwYkdtv_wxHXNmuDLjyYMRg88MNv-T8rlqlj9QXjeFcd=s176-c-k-c0x00ffffff-no-rj,false,true,1665723829.639092
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9h7ivEneB-p, @INDIA SUPER CLEAN 🇮🇳  i gave u 600 subskraibuhs saar,2 minggu yang lalu,confusedean,UCqaN3epQT6U9_T24HAEP1Bw,0,https://yt3.ggpht.com/LgC4q6XPtzhmKkTWY8Wz-9H8uyDWoD__75UJRA4D_7ttF31trwRMd-qeGgG_EA_Wb7BcG76OSA=s176-c-k-c0x00ffffff-no-rj,false,true,1665723830.188552
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9hB63P2-PqT,EPIC FAIL!,13 hari yang lalu,Adrian Villanueva,UCV4XtH-iqNB1sXYqGKwB3tA,0,https://yt3.ggpht.com/ytc/AMLnZu_xU8oKRKpTKTUNG1_PxqqwnBkrOagzk6LyzA=s176-c-k-c0x00ffffff-no-rj,false,true,1665810230.197778
UgxfYSOTgkgz7T7iiQh4AaABAg.9h0l4ITkUkg9hG_msyL0-u,"All jokes aside, Toy Story is still one of Disneys best trilogies imo",11 hari yang lalu,Nick,UCxka0Hw4LsT6sRTS-nW8_1g,0,https://yt3.ggpht.com/c-vWg9hkwWF4BiNw_2CR5EaP-Wa5kSWvPbtnBJOEUJQv1-cD7_OkSqBLeb_9HSOo8PA6lPm6aA=s176-c-k-c0x00ffffff-no-rj,false,true,1665983030.203136
UgzGYVPaOEZpM-QrMaB4AaABAg.9hTBpcIvn-P9hVX8odxjy3,what is that from?,5 hari yang lalu,mika hu,UCNBKgWPv_0mwfE32Htm0cAg,1,https://yt3.ggpht.com/ytc/AMLnZu-W1q0d_VxLpxU--5X2Y2Zxxej4LgFs24qkKQ=s176-c-k-c0x00ffffff-no-rj,false,true,1666501430.719967
UgzljcIDnAhiNrfl4ZF4AaABAg.9gFqMC3qv6a9gH0cv-RWIg,bot,1 bulan yang lalu,Manly Servant,UCDH819ufpqPGSfdAMM5qWzg,4,https://yt3.ggpht.com/yPC4PghvIDFKLXC3gFH_6DALpcPbmOw2oKIcYv0sLOST52w6tk6YSG_M-UB-GyYiYGvhHhUwEK4=s176-c-k-c0x00ffffff-no-rj,false,true,1664341431.342549
UgzljcIDnAhiNrfl4ZF4AaABAg.9gFqMC3qv6a9gH0dmkmPcc,are you a bot?,1 bulan yang lalu,Manly Servant,UCDH819ufpqPGSfdAMM5qWzg,2,https://yt3.ggpht.com/yPC4PghvIDFKLXC3gFH_6DALpcPbmOw2oKIcYv0sLOST52w6tk6YSG_M-UB-GyYiYGvhHhUwEK4=s176-c-k-c0x00ffffff-no-rj,false,true,1664341431.350301
UgzljcIDnAhiNrfl4ZF4AaABAg.9gFqMC3qv6a9gH6M5V3lQI, @Manly Servant  Why do all these people quote things that never was said? Over and over like malfunctioning drones.,1 bulan yang lalu,MoonwalkerWorshiper,UCBDjS6oKKZCoDM2sq7m-bNg,2,https://yt3.ggpht.com/ytc/AMLnZu9yqAdYk6kmtg6LKyFLRgbPOh2m1LEz4ET8huv8qQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341431.358513
UgzljcIDnAhiNrfl4ZF4AaABAg.9gFqMC3qv6a9gH70uf67UG,It a trend because the trailer has almost triple the dislikes as likes. 😀 The more you know.,1 bulan yang lalu,I'm just me,UCDFuv2ZxXCCZVC24SZujw1A,10,https://yt3.ggpht.com/-PncoOLVCtukd1CM2fNUmOmvrOTdt5xc3iUTZaP5GrqYfKoVWuQh_zfFQbBHlSgcpDDmmtxzrcI=s176-c-k-c0x00ffffff-no-rj,false,true,1664341431.364815
UgzljcIDnAhiNrfl4ZF4AaABAg.9gFqMC3qv6a9gH74K3Hsx7,Its ariel’ time,1 bulan yang lalu,Jotaro Kujo,UCYx5uck7P6jP2di9dqImd-w,0,https://yt3.ggpht.com/ytc/AMLnZu_WnViqg_nZha-KOYjwfx9rVMEDEml2WiA3t_T8SQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341431.369987
UgzljcIDnAhiNrfl4ZF4AaABAg.9gFqMC3qv6a9gH7bHbvLZD, @I'm just me  What has dislikes to do with quoting the wrong thing?,1 bulan yang lalu,MoonwalkerWorshiper,UCBDjS6oKKZCoDM2sq7m-bNg,2,https://yt3.ggpht.com/ytc/AMLnZu9yqAdYk6kmtg6LKyFLRgbPOh2m1LEz4ET8huv8qQ=s176-c-k-c0x00ffffff-no-rj,false,true,1664341431.37477
